Date,Close
2022-01-03,100.99342830602247
2022-01-04,100.65514998135208
2022-01-05,103.1535356762956
2022-01-06,105.82033482318901
2022-01-07,103.20662346565861
2022-01-10,104.08685211763672
2022-01-11,108.56842265487158
2022-01-12,107.76971093567691
2022-01-13,106.08620314104537
2022-01-14,108.8617643319959
2022-01-17,107.55845010817788
2022-01-18,108.2158603683059
2022-01-19,110.24321763877145
2022-01-20,106.49151420636262
2022-01-21,107.37104263754217
2022-01-24,110.14070459501853
2022-01-25,109.62357003724298
2022-01-26,112.599575400875
2022-01-27,110.41352317480676
2022-01-28,109.59925279385013
2022-01-31,115.48481634144582
2022-02-01,112.16698408197888
2022-02-02,112.75437792744458
2022-02-03,109.70720013044875
2022-02-04,111.34312956759429
2022-02-07,112.46839782493839
2022-02-08,109.70070944739497
2022-02-09,112.45412864921511
2022-02-10,110.14815197307685
2022-02-11,110.36251304119317
2022-02-14,109.29217156785298
2022-02-15,113.70677974784014
2022-02-16,109.44284157574775
2022-02-17,106.78727304933908
2022-02-18,109.95038683983728
2022-02-21,105.2406477660273
2022-02-22,107.45639433254294
2022-02-23,102.45994502453915
2022-02-24,103.05291103475093
2022-02-25,105.42754557265239
2022-02-28,105.83503602100801
2022-03-01,104.03005834209033
2022-03-02,102.79535070866426
2022-03-03,101.77897399011039
2022-03-04,98.79888378018754
2022-03-07,99.71607090416776
2022-03-08,99.66410915718988
2022-03-09,102.16357224248138
2022-03-10,100.2391150991726
2022-03-11,95.57100474678032
2022-03-14,99.33688557797134
2022-03-15,97.5600816203767
2022-03-16,96.6709738323626
2022-03-17,98.99858919651965
2022-03-18,99.64594434446676
2022-03-21,99.31556980838874
2022-03-22,95.70566965174375
2022-03-23,96.76007993425098
2022-03-24,98.09960089245065
2022-03-25,99.51135238126228
2022-03-28,96.78975189464528
2022-03-29,97.62888398996313
2022-03-30,96.10309437523017
2022-03-31,96.30116122441119
2022-04-01,100.75706833036689
2022-04-04,102.34156309728276
2022-04-05,100.03836614340236
2022-04-06,102.7962415853355
2022-04-07,102.16962637355117
2022-04-08,100.86025959643628
2022-04-11,103.6206746494586
2022-04-12,106.76057404928505
2022-04-13,104.43443926448268
2022-04-14,108.48745559959153
2022-04-15,100.9965579033759
2022-04-18,108.77868526810695
2022-04-19,108.2237727774226
2022-04-20,108.3773391826723
2022-04-21,110.09026780749119
2022-04-22,106.86352120835082
2022-04-25,111.32654837504332
2022-04-26,113.39750092648566
2022-04-27,116.54149192908567
2022-04-28,113.43162653097646
2022-04-29,113.70879775885939
2022-05-02,115.15032425928814
2022-05-03,118.77860311129893
2022-05-04,118.36086107490179
2022-05-05,117.35693858591036
2022-05-06,120.10984952766219
2022-05-09,119.89459547622117
2022-05-10,122.20196233363366
2022-05-11,119.36908276845367
2022-05-12,120.56820467623481
2022-05-13,120.82939119941497
2022-05-16,119.01469960130265
2022-05-17,122.79884121604444
2022-05-18,122.92944641656986
2022-05-19,122.55369179758765
2022-05-20,122.14576111157336
2022-05-23,119.7913718130282
2022-05-24,121.72448983356014
2022-05-25,121.76170056749145
2022-05-26,120.66320192216828
2022-05-27,121.70707823496497
2022-05-30,122.54327944228314
2022-05-31,125.15944562363407
2022-06-01,121.33757364546004
2022-06-02,121.05771819953243
2022-06-03,119.90449224830334
2022-06-06,115.68716859568276
2022-06-07,118.90781865521193
2022-06-08,118.48672643493919
2022-06-09,122.67212856786259
2022-06-10,116.71910240554365
2022-06-13,117.04888074955328
2022-06-14,115.70719097863095
2022-06-15,112.76411062403088
2022-06-16,116.71118390157991
2022-06-17,115.25789601682618
2022-06-20,114.67417775087678
2022-06-21,110.62612514963655
2022-06-22,114.62299214514069
2022-06-23,108.41080954091183
2022-06-24,111.81466693145254
2022-06-27,114.4821765131476
2022-06-28,107.6186959680362
2022-06-29,108.00793970500565
2022-06-30,108.92666658756865
2022-07-01,107.35680438112935
2022-07-04,104.95156417569656
2022-07-05,107.93473504310111
2022-07-06,105.47578206642306
2022-07-07,108.41052114436093
2022-07-08,105.54931583271004
2022-07-11,110.47605690120429
2022-07-12,105.86180681090569
2022-07-13,106.90090826492315
2022-07-14,109.35344947780972
2022-07-15,105.51039093643458
2022-07-18,108.73630360378563
2022-07-19,111.2673207517044
2022-07-20,105.87053175915054
2022-07-21,109.94607116332524
2022-07-22,110.64436660351585
2022-07-25,112.2898213585592
2022-07-26,108.90456263230458
2022-07-27,109.4371618564122
2022-07-28,113.86519446204183
2022-07-29,114.1981625728309
2022-08-01,114.92347043798205
2022-08-02,115.96461719306161
2022-08-03,114.7871866302149
2022-08-04,117.50870277102716
2022-08-05,118.54376965529191
2022-08-08,117.45374071666855
2022-08-09,123.54504673803275
2022-08-10,121.69325851153889
2022-08-11,119.29092015952341
2022-08-12,123.90523403817
2022-08-15,121.54691436772346
2022-08-16,125.95512852698276
2022-08-17,127.55846825938141
2022-08-18,124.43112946821427
2022-08-19,128.79681388675456
2022-08-22,128.45521049500263
2022-08-23,129.99129012136834
2022-08-24,132.81239784758822
2022-08-25,129.15028220747044
2022-08-26,128.70324022943313
2022-08-29,128.9458886739516
2022-08-30,129.5495547787818
2022-08-31,131.42315941824316
2022-09-01,132.59404936296224
2022-09-02,132.73636989452814
2022-09-05,134.044531638905
2022-09-06,132.55876781821388
2022-09-07,135.51775895884856
2022-09-08,132.09495596311174
2022-09-09,138.0145792750175
2022-09-12,133.71309133302248
2022-09-13,130.57405751253083
2022-09-14,129.91425376589288
2022-09-15,132.73203106902548
2022-09-16,130.97728692990464
2022-09-19,132.4584647871773
2022-09-20,131.5356907336542
2022-09-21,129.95849234772086
2022-09-22,127.88564648756456
2022-09-23,125.98899613382554
2022-09-26,127.53394455844256
2022-09-27,129.52153911187764
2022-09-28,127.597006746687
2022-09-29,124.02069790781638
2022-09-30,126.1902479605968
2022-10-03,125.93973724683443
2022-10-04,122.72530303634584
2022-10-05,124.12828430858575
2022-10-06,123.27414497853374
2022-10-07,120.22287541943471
2022-10-10,122.59470018452527
2022-10-11,122.39512655079088
2022-10-12,122.86296017026758
2022-10-13,122.2611889494632
2022-10-14,116.89274283827936
2022-10-17,117.30879605859323
2022-10-18,119.79657650614439
2022-10-19,119.4253648162253
2022-10-20,119.11161573925399
2022-10-21,125.52602548302839
2022-10-24,118.7592166949202
2022-10-25,119.74541341920417
2022-10-26,119.30085972642262
2022-10-27,118.67729535652954
